;Date;TypeA;TypeB;TypeC;TypeD;TypeE;TypeG;Organic;Year;Sales;City;AveragePrice;format
17;30/08/2017;2624;153833;14357;17805;42734;2780;conventional;2017;Clarissa;Jayapura;13130;supermarket
18;23/08/2017;2751;141969;5300;15962;41548;1079;conventional;2017;Viola;BalikPapan;13650;supermarket
19;16/08/2017;2473;146748;21571;16807;41443;5308;conventional;2017;Clarissa;Palembang;13130;supermarket
20;09/08/2017;2358;144958;10922;19934;34194;2009;conventional;2017;Mei;Jakarta;14040;supermarket
21;02/08/2017;2443;142848;9778;16180;33164;1708;conventional;2017;Edelyn;Palembang;14170;supermarket
22;26/07/2017;2474;139527;5692;24770;43021;1127;conventional;2017;Edelyn;Jakarta;13390;supermarket
23;19/07/2017;3726;146966;14449;21471;33783;3084;conventional;2017;Clarissa;Surabaya;13780;supermarket
24;12/07/2017;3503;148643;4243;23226;37926;629;conventional;2017;Edelyn;Medan;13390;supermarket
25;05/07/2017;3238;165480;10202;27500;43027;1179;conventional;2017;Viola;Jakarta;13390;supermarket
26;28/06/2017;3691;144984;3667;34099;38098;627;conventional;2017;Eko;Jakarta;13130;supermarket
27;21/06/2017;3795;158957;15259;25432;37441;2127;conventional;2017;Clarissa;Palembang;13260;supermarket
28;14/06/2017;6856;145975;10047;30258;34920;1307;conventional;2017;Clarissa;Surabaya;13650;supermarket
29;07/06/2017;10630;146360;14602;23652;36952;2786;conventional;2017;Clarissa;Jakarta;13910;supermarket
30;31/05/2017;10459;143894;4652;20976;41426;975;conventional;2017;Clarissa;Bandung;13780;supermarket
31;24/05/2017;10259;152036;4491;24487;30171;947;conventional;2017;Clarissa;Surabaya;14300;supermarket
32;17/05/2017;10240;150324;14524;18092;38536;2864;conventional;2017;Mei;BalikPapan;13520;supermarket
33;10/05/2017;11982;172174;2408;22507;50265;263;conventional;2017;Eko;Jakarta;13780;supermarket
34;03/05/2017;11469;162213;7282;18316;37361;1499;conventional;2017;Viola;Jayapura;14040;supermarket
35;26/04/2017;8217;138764;6904;21522;37783;1278;conventional;2017;Eko;Surabaya;13780;supermarket
36;19/04/2017;8229;144901;12959;35196;23102;2591;conventional;2017;Clarissa;Jakarta;13260;supermarket
37;12/04/2017;11177;120830;1306;38219;17270;135;conventional;2017;Clarissa;Palembang;13260;supermarket
38;05/04/2017;7517;135094;2508;36567;14361;122;conventional;2017;Clarissa;Jayapura;13780;supermarket
39;29/03/2017;3015;122178;2448;46587;23746;391;conventional;2017;Eko;Jayapura;12350;supermarket
40;22/03/2017;2968;137561;23368;11317;31773;5732;conventional;2017;Clarissa;Medan;12740;supermarket
41;15/03/2017;3551;131234;3387;19570;37402;864;conventional;2017;Clarissa;Bandung;12220;supermarket
42;08/03/2017;3471;147536;3678;30834;32786;805;conventional;2017;Edelyn;BalikPapan;11310;supermarket
43;01/03/2017;3610;157401;18681;14964;28230;4066;conventional;2017;Viola;Makassar;11570;supermarket
44;22/02/2017;4432;134259;3240;18685;21704;753;conventional;2017;Clarissa;Palembang;12090;supermarket
45;15/02/2017;4399;122866;3067;21356;17557;705;conventional;2017;Mei;Jakarta;12220;supermarket
46;08/02/2017;4246;140927;4186;17774;18571;914;conventional;2017;Viola;Makassar;12090;supermarket
47;01/02/2017;4666;224968;19442;15335;31756;4738;conventional;2017;Clarissa;Palembang;11180;supermarket
48;25/01/2017;3617;162645;656;20650;25970;16;conventional;2017;Viola;BalikPapan;12090;supermarket
49;18/01/2017;3333;128858;1087;24024;18265;114;conventional;2017;Viola;BalikPapan;12090;supermarket
50;11/01/2017;3613;153100;1204;17036;26345;95;conventional;2017;Edelyn;Medan;11960;supermarket
51;04/01/2017;3274;168765;1447;17525;37445;113;conventional;2017;Eko;Jayapura;11440;supermarket
0;27/12/2017;41809;27121;15564;15032;3875;4165;conventional;2017;Viola;Bandung;12870;supermarket
1;20/12/2017;57558;23198;16371;11761;4248;4257;conventional;2017;Clarissa;Jakarta;13390;supermarket
2;13/12/2017;69743;21751;12958;14642;4307;1216;conventional;2017;Clarissa;Jayapura;13390;supermarket
3;06/12/2017;60376;33565;24435;12452;3867;2501;conventional;2017;Viola;Palembang;12870;supermarket
4;29/11/2017;40353;22858;16653;12106;4116;1150;conventional;2017;Clarissa;Jakarta;13390;supermarket
5;22/11/2017;50335;25644;20731;13855;2827;1698;conventional;2017;Edelyn;Jakarta;13520;supermarket
6;15/11/2017;52475;26706;15259;19595;2618;810;conventional;2017;Viola;Medan;12870;supermarket
7;08/11/2017;61495;35337;29584;14900;6935;3834;conventional;2017;Viola;Bandung;12350;supermarket
8;01/11/2017;58162;31821;23764;14668;3691;3130;conventional;2017;Viola;Jakarta;12870;supermarket
9;25/10/2017;59745;23351;19024;11461;3926;1702;conventional;2017;Viola;Bandung;13520;supermarket
10;18/10/2017;62591;33117;18607;18602;4384;474;conventional;2017;Clarissa;Jakarta;12740;supermarket
11;11/10/2017;57480;39208;24725;16947;4766;2180;conventional;2017;Viola;Jakarta;11700;supermarket
12;04/10/2017;53606;38396;23069;14952;2203;2100;conventional;2017;Clarissa;Jayapura;12090;supermarket
13;27/09/2017;66588;33743;18528;10971;5538;1931;conventional;2017;Clarissa;Jakarta;13260;supermarket
14;20/09/2017;86032;31599;26200;12030;4672;4536;conventional;2017;Mei;Jakarta;13000;supermarket
15;13/09/2017;86159;31465;26703;17100;4202;3397;conventional;2017;Viola;Jakarta;13260;supermarket
16;06/09/2017;61053;40881;20842;16534;3612;1642;conventional;2017;Eko;Jakarta;13520;supermarket
17;30/08/2017;64531;32173;25752;16928;4937;2910;conventional;2017;Edelyn;Medan;13390;supermarket
18;23/08/2017;64598;29728;15723;14962;5011;900;conventional;2017;Viola;Makassar;14040;supermarket
19;16/08/2017;63291;36257;32384;15230;4315;4404;conventional;2017;Eko;BalikPapan;13390;supermarket
20;09/08/2017;64121;52440;20857;20668;7461;1840;conventional;2017;Edelyn;Jayapura;13000;supermarket
21;02/08/2017;77973;30064;17345;17997;3282;1937;conventional;2017;Viola;Bandung;13650;supermarket
22;26/07/2017;91758;25540;13557;23981;3986;1023;conventional;2017;Edelyn;Palembang;13260;supermarket
23;19/07/2017;75081;33397;24209;21846;2443;2161;conventional;2017;Eko;Surabaya;13650;supermarket
24;12/07/2017;69964;32449;16035;22606;2366;573;conventional;2017;Viola;Medan;13520;supermarket
25;05/07/2017;79064;39344;24675;24910;4244;1135;conventional;2017;Edelyn;Makassar;12740;supermarket
26;28/06/2017;72753;38878;12797;29338;5684;522;conventional;2017;Edelyn;Surabaya;12220;supermarket
27;21/06/2017;67311;40383;24529;24969;4739;2230;conventional;2017;Clarissa;Medan;12870;supermarket
28;14/06/2017;83139;33535;20024;27204;6030;1422;conventional;2017;Viola;Jayapura;13130;supermarket
29;07/06/2017;92111;33225;29167;23654;5889;3938;conventional;2017;Mei;Jakarta;13390;supermarket
30;31/05/2017;80729;21814;13935;21434;4733;1340;conventional;2017;Viola;Jayapura;14300;supermarket
31;24/05/2017;85511;37314;14262;22680;10832;1280;conventional;2017;Viola;Jakarta;13130;supermarket
32;17/05/2017;97341;38624;22935;15997;2464;3150;conventional;2017;Clarissa;Medan;13000;supermarket
33;10/05/2017;97880;27581;10126;23689;2797;729;conventional;2017;Viola;Bandung;14300;supermarket
34;03/05/2017;79999;53621;15882;16303;9726;1206;conventional;2017;Viola;Medan;12870;supermarket
35;26/04/2017;87215;28964;16624;22384;4960;1292;conventional;2017;Mei;Palembang;13260;supermarket
36;19/04/2017;80304;40370;26369;20819;1862;3189;conventional;2017;Viola;BalikPapan;13000;supermarket
37;12/04/2017;66514;28066;9956;23837;840;184;conventional;2017;Edelyn;Bandung;13910;supermarket
38;05/04/2017;67298;30313;9927;17853;643;76;conventional;2017;Clarissa;Bandung;14170;supermarket
39;29/03/2017;72473;25151;8712;31416;937;375;conventional;2017;Clarissa;Jayapura;12480;supermarket
40;22/03/2017;101143;40166;24996;9159;2692;4470;conventional;2017;Clarissa;Bandung;12220;supermarket
41;15/03/2017;90582;27040;9632;18488;3462;680;conventional;2017;Viola;Palembang;13130;supermarket
42;08/03/2017;56324;37382;11405;29553;5483;1135;conventional;2017;Clarissa;Medan;12350;supermarket
43;01/03/2017;55611;36035;25775;13297;1838;4240;conventional;2017;Viola;Jayapura;13390;supermarket
44;22/02/2017;56132;26134;10604;18267;2275;870;conventional;2017;Viola;Medan;14170;supermarket
45;15/02/2017;52222;20940;8940;22104;1860;598;conventional;2017;Viola;Jakarta;13650;supermarket
46;08/02/2017;76793;23239;7653;17859;1971;563;conventional;2017;Edelyn;Makassar;12480;supermarket
47;01/02/2017;111171;59740;21796;16360;3423;4163;conventional;2017;Viola;Medan;11310;supermarket
48;25/01/2017;53202;32775;7823;21117;2057;21;conventional;2017;Eko;Makassar;14040;supermarket
49;18/01/2017;55533;26459;7041;24387;2962;68;conventional;2017;Clarissa;Surabaya;13260;supermarket
50;11/01/2017;64727;34844;7190;16400;2459;122;conventional;2017;Clarissa;Palembang;12610;supermarket
51;04/01/2017;80299;51860;7609;16518;2132;219;conventional;2017;Clarissa;Makassar;11570;supermarket
0;27/12/2017;494426;276557;84913;136560;12278;15658;conventional;2017;Eko;Palembang;10400;supermarket
1;20/12/2017;439793;257532;91158;103512;10331;25725;conventional;2017;Mei;Surabaya;10660;supermarket
2;13/12/2017;476179;319790;62437;114978;7473;35;conventional;2017;Eko;Bandung;10270;supermarket
3;06/12/2017;514160;412692;8533;108772;10525;166;conventional;2017;Mei;BalikPapan;9620;supermarket
4;29/11/2017;477944;244880;6212;96799;13967;17;conventional;2017;Viola;Palembang;10400;supermarket
5;22/11/2017;494873;264821;9914;102318;13139;4;conventional;2017;Clarissa;Jayapura;10140;supermarket
6;15/11/2017;642898;263132;10306;109552;14528;24;conventional;2017;Clarissa;Jakarta;9230;supermarket
7;08/11/2017;563069;278245;33027;92854;10365;158;conventional;2017;Clarissa;Jakarta;10400;supermarket
8;01/11/2017;546040;376913;85323;98097;7645;159;conventional;2017;Clarissa;Jakarta;10140;supermarket
9;25/10/2017;557469;301144;49959;96418;5279;126;conventional;2017;Mei;Palembang;11180;supermarket
10;18/10/2017;570732;266044;61892;87201;7044;69;conventional;2017;Viola;Jakarta;10790;supermarket
11;11/10/2017;543167;349744;99901;101828;5967;72;conventional;2017;Viola;BalikPapan;10530;supermarket
12;04/10/2017;491729;439095;50993;107305;15397;82;conventional;2017;Viola;Jakarta;10660;supermarket
13;27/09/2017;533088;390555;25647;101478;12776;40;conventional;2017;Edelyn;Jakarta;10920;supermarket
14;20/09/2017;606586;425539;10973;99273;12833;8;conventional;2017;Clarissa;Medan;10010;supermarket
15;13/09/2017;564968;494079;9095;119755;24666;23;conventional;2017;Eko;Surabaya;11180;supermarket
16;06/09/2017;626167;505569;9816;120588;8582;19;conventional;2017;Eko;Bandung;10920;supermarket
17;30/08/2017;674671;309275;7468;101094;9171;2;conventional;2017;Viola;Bandung;10660;supermarket
18;23/08/2017;679441;321325;8262;102622;8502;21;conventional;2017;Clarissa;Jayapura;11050;supermarket
19;16/08/2017;718595;287299;7090;100807;8864;13;conventional;2017;Viola;Jakarta;11440;supermarket
20;09/08/2017;674531;332173;7793;101619;8139;4;conventional;2017;Viola;Bandung;11050;supermarket
21;02/08/2017;705846;253861;4688;91894;11209;0;conventional;2017;Eko;Bandung;11310;minimarket
22;26/07/2017;661846;406524;6417;97727;18793;4;conventional;2017;Clarissa;Jakarta;10400;supermarket
23;19/07/2017;684455;364124;4970;115942;17379;7;conventional;2017;Viola;BalikPapan;10660;supermarket
24;12/07/2017;713426;319278;4382;102574;4009;780;conventional;2017;Clarissa;Surabaya;10660;supermarket
25;05/07/2017;835216;334916;5388;139671;5498;7;conventional;2017;Edelyn;BalikPapan;10790;supermarket
26;28/06/2017;760374;302578;7191;125900;7500;11;conventional;2017;Clarissa;Palembang;10010;supermarket
27;21/06/2017;755351;375821;8601;134708;9014;9;conventional;2017;Mei;BalikPapan;9750;supermarket
28;14/06/2017;1013253;353165;7558;130578;4188;9;conventional;2017;Edelyn;Jakarta;8450;supermarket
29;07/06/2017;788983;319284;13350;126850;7102;7;conventional;2017;Viola;Jakarta;9490;supermarket
30;31/05/2017;941838;315653;7287;99456;13421;14;conventional;2017;Edelyn;Makassar;8840;supermarket
31;24/05/2017;775366;299938;6833;96860;5118;16;conventional;2017;Viola;Bandung;10530;supermarket
32;17/05/2017;855872;261026;6383;88480;7629;9;conventional;2017;Eko;Palembang;9490;supermarket
33;10/05/2017;817727;357330;7804;107303;8644;18;conventional;2017;Edelyn;Makassar;9750;supermarket
34;03/05/2017;652304;509070;9754;104797;6149;778;conventional;2017;Edelyn;Jayapura;10010;supermarket
35;26/04/2017;717961;270228;12091;91506;10464;390;conventional;2017;Eko;Makassar;10530;supermarket
36;19/04/2017;735235;284293;16014;89210;13055;5;conventional;2017;Viola;BalikPapan;10400;supermarket
37;12/04/2017;871511;288421;12597;85100;9262;9;conventional;2017;Clarissa;Jakarta;9360;supermarket
38;05/04/2017;802918;387746;13593;105522;13749;822;conventional;2017;Clarissa;Jayapura;10010;supermarket
39;29/03/2017;645523;396361;13340;95895;13670;19;conventional;2017;Viola;BalikPapan;10270;supermarket
40;22/03/2017;925527;297656;11678;88559;9992;12;conventional;2017;Clarissa;Medan;8710;supermarket
41;15/03/2017;726176;368421;14066;90708;11780;7;conventional;2017;Viola;Medan;9360;supermarket
42;08/03/2017;724776;371564;11202;97450;13678;14;conventional;2017;Clarissa;Palembang;9750;supermarket
43;01/03/2017;665033;358628;12399;95284;12676;12;conventional;2017;Clarissa;Jakarta;10660;supermarket
44;22/02/2017;695493;305789;12580;85322;17417;0;conventional;2017;Viola;Medan;10400;minimarket
45;15/02/2017;625814;299799;12657;67518;15061;7;conventional;2017;Edelyn;Jakarta;10010;supermarket
46;08/02/2017;737969;376914;12107;67959;12176;43;conventional;2017;Viola;Jakarta;8710;supermarket
47;01/02/2017;786167;495262;18855;79314;11475;16;conventional;2017;Clarissa;Jayapura;8840;supermarket
48;25/01/2017;649344;271152;9611;60158;18030;0;conventional;2017;Mei;Palembang;10400;minimarket
49;18/01/2017;627091;374231;15551;62376;12417;13;conventional;2017;Edelyn;Makassar;9880;supermarket
50;11/01/2017;680572;348535;11901;67858;19802;25;conventional;2017;Viola;Makassar;9880;supermarket
51;04/01/2017;612796;374421;9817;54563;34760;7;conventional;2017;Viola;Makassar;9620;supermarket
0;27/12/2017;93034;246747;19104;38620;227884;86;conventional;2017;Clarissa;Surabaya;12740;supermarket
1;20/12/2017;113404;188263;24478;34993;167807;0;conventional;2017;Viola;Jayapura;13650;minimarket
2;13/12/2017;96222;321764;29349;34244;260041;81;conventional;2017;Edelyn;BalikPapan;10790;supermarket
3;06/12/2017;111259;378124;8808;35086;304844;104;conventional;2017;Viola;Makassar;9880;supermarket
4;29/11/2017;85241;179982;14146;31920;117819;0;conventional;2017;Clarissa;Jakarta;14560;minimarket
5;22/11/2017;100048;323797;18216;31359;251447;0;conventional;2017;Viola;Jakarta;11050;minimarket
6;15/11/2017;98270;428999;20029;36280;342041;0;conventional;2017;Viola;Medan;10660;minimarket
7;08/11/2017;113965;354455;12294;39636;170280;5;conventional;2017;Mei;Bandung;12090;supermarket
8;01/11/2017;140330;446008;8551;41634;195472;0;conventional;2017;Edelyn;Jayapura;10660;minimarket
9;25/10/2017;106239;393921;11222;39915;183910;0;conventional;2017;Eko;Makassar;12090;minimarket
10;18/10/2017;117059;435492;13693;41688;197488;18;conventional;2017;Clarissa;Surabaya;11310;supermarket
11;11/10/2017;108539;432102;18841;40462;176033;0;conventional;2017;Viola;Surabaya;11700;minimarket
12;04/10/2017;101712;364774;27622;41346;143475;8;conventional;2017;Eko;Bandung;13260;supermarket
13;27/09/2017;119090;386987;15286;43108;130401;0;conventional;2017;Mei;BalikPapan;12610;minimarket
14;20/09/2017;85382;461273;25530;40645;147254;0;conventional;2017;Viola;Medan;12740;minimarket
15;13/09/2017;115936;451936;17939;47734;101892;0;conventional;2017;Eko;Jayapura;13130;minimarket
16;06/09/2017;138155;420366;19091;47834;103602;0;conventional;2017;Viola;Jayapura;14170;minimarket
17;30/08/2017;119850;421032;19354;43992;117476;0;conventional;2017;Clarissa;Jayapura;14820;minimarket
18;23/08/2017;135262;318116;21420;45408;77990;0;conventional;2017;Clarissa;Jakarta;15600;minimarket
19;16/08/2017;157630;348864;18155;46711;76789;0;conventional;2017;Clarissa;Makassar;15210;minimarket
20;09/08/2017;131770;377129;24026;46596;89856;0;conventional;2017;Viola;Jakarta;14170;minimarket
21;02/08/2017;153499;423520;16711;45645;88542;0;conventional;2017;Edelyn;Jayapura;13650;minimarket
22;26/07/2017;138943;376355;25778;58753;103844;0;conventional;2017;Mei;BalikPapan;15340;minimarket
23;19/07/2017;119266;513055;17089;68585;139859;18;conventional;2017;Mei;Jakarta;14300;supermarket
24;12/07/2017;123673;423853;22068;66816;101612;911;conventional;2017;Edelyn;BalikPapan;15340;supermarket
25;05/07/2017;146171;428389;19547;88350;54456;0;conventional;2017;Viola;Surabaya;15470;minimarket
26;28/06/2017;162886;362226;18450;93206;59917;13;conventional;2017;Mei;Surabaya;15600;supermarket
27;21/06/2017;184206;405470;12854;83581;44715;0;conventional;2017;Viola;Surabaya;15080;minimarket
28;14/06/2017;194447;401133;17694;79509;50223;0;conventional;2017;Viola;BalikPapan;15080;minimarket
29;07/06/2017;167992;439309;17507;70062;88016;0;conventional;2017;Edelyn;Makassar;14430;minimarket
30;31/05/2017;127748;365471;18725;52816;35618;0;conventional;2017;Clarissa;Jakarta;16380;minimarket
31;24/05/2017;198187;369924;18818;50060;20604;0;conventional;2017;Mei;Medan;15080;minimarket
32;17/05/2017;156010;305201;17378;50688;63311;0;conventional;2017;Mei;Bandung;15730;minimarket
33;10/05/2017;148763;454026;16724;49344;66286;2;conventional;2017;Clarissa;Palembang;14040;supermarket
34;03/05/2017;182975;485743;14810;45164;52804;0;conventional;2017;Clarissa;Medan;13130;minimarket
35;26/04/2017;160372;381779;5981;44469;27221;1004;conventional;2017;Viola;Jakarta;15470;supermarket
36;19/04/2017;129744;544167;6232;44279;72599;0;conventional;2017;Clarissa;Surabaya;14040;minimarket
37;12/04/2017;176304;574793;8604;42716;56263;0;conventional;2017;Viola;Jakarta;13650;minimarket
38;05/04/2017;156967;396450;6309;53590;31484;929;conventional;2017;Viola;BalikPapan;15470;supermarket
39;29/03/2017;160679;371990;4760;55936;34181;0;conventional;2017;Eko;Jakarta;14430;minimarket
40;22/03/2017;131882;380285;8461;47368;35116;0;conventional;2017;Clarissa;Palembang;14950;minimarket
41;15/03/2017;160422;403061;5122;50621;42906;0;conventional;2017;Mei;BalikPapan;13390;minimarket
42;08/03/2017;118578;491584;7265;54092;48273;0;conventional;2017;Edelyn;Bandung;13390;minimarket
43;01/03/2017;101528;487874;5507;38247;37664;0;conventional;2017;Edelyn;BalikPapan;13390;minimarket
44;22/02/2017;153410;584094;5686;62564;93534;14;conventional;2017;Viola;Makassar;13000;supermarket
45;15/02/2017;116908;404107;7798;80271;19966;25;conventional;2017;Mei;Jakarta;14560;supermarket
46;08/02/2017;153584;466313;5421;92800;48427;30;conventional;2017;Clarissa;BalikPapan;12350;supermarket
47;01/02/2017;217716;608156;5736;90556;68007;40;conventional;2017;Eko;Jayapura;12090;supermarket
48;25/01/2017;140914;422435;4945;74744;52612;9;conventional;2017;Mei;Palembang;13260;supermarket
49;18/01/2017;151977;500684;4225;77528;73765;16;conventional;2017;Clarissa;Jakarta;12870;supermarket
50;11/01/2017;110974;427723;5358;85793;36704;27;conventional;2017;Clarissa;Jayapura;14170;supermarket
51;04/01/2017;117454;429518;5554;67894;47662;4;conventional;2017;Eko;Jakarta;12870;supermarket
0;27/12/2017;83097;50546;59789;48936;762;12369;conventional;2017;Viola;Surabaya;14040;supermarket
1;20/12/2017;110508;42663;45460;40496;2932;8378;conventional;2017;Viola;BalikPapan;14300;supermarket
2;13/12/2017;132206;38089;47788;48318;2843;6343;conventional;2017;Viola;Makassar;13650;supermarket
3;06/12/2017;92958;78806;113791;30612;886;22745;conventional;2017;Mei;Makassar;12740;supermarket
4;29/11/2017;84236;38244;63664;31629;920;9734;conventional;2017;Viola;Surabaya;14430;supermarket
5;22/11/2017;95527;55945;63404;47389;1257;7007;conventional;2017;Viola;Makassar;14170;supermarket
6;15/11/2017;88133;35473;52491;65345;1141;6350;conventional;2017;Clarissa;Palembang;14300;supermarket
7;08/11/2017;103367;72647;113928;30615;735;22353;conventional;2017;Viola;Medan;13390;supermarket
8;01/11/2017;112432;67252;104530;35177;1107;20249;conventional;2017;Clarissa;Surabaya;13520;supermarket
9;25/10/2017;84319;49928;74328;30132;728;11902;conventional;2017;Eko;Jakarta;15210;supermarket
10;18/10/2017;117479;97788;72553;63144;824;6355;conventional;2017;Eko;Surabaya;12610;supermarket
11;11/10/2017;110374;105188;72961;68721;1223;3933;conventional;2017;Mei;Surabaya;12870;supermarket
12;04/10/2017;81618;60336;90271;40779;1039;12357;conventional;2017;Clarissa;Jakarta;14300;supermarket
13;27/09/2017;88574;43702;78777;33817;1082;11521;conventional;2017;Viola;Jakarta;15210;supermarket
14;20/09/2017;129945;71336;111298;38181;839;21946;conventional;2017;Mei;Jakarta;13000;supermarket
15;13/09/2017;151274;73573;106453;51457;1330;17387;conventional;2017;Viola;Jayapura;13390;supermarket
16;06/09/2017;143928;51351;79770;49677;1238;11019;conventional;2017;Viola;Makassar;14170;supermarket
17;30/08/2017;177827;75478;100520;52515;1067;15355;conventional;2017;Viola;Bandung;12480;supermarket
18;23/08/2017;114209;36663;61915;45741;2155;7286;conventional;2017;Viola;Surabaya;14430;supermarket
19;16/08/2017;113822;86784;125070;53327;1573;19676;conventional;2017;Clarissa;Bandung;12610;supermarket
20;09/08/2017;136800;56896;80146;54938;1472;11038;conventional;2017;Viola;Bandung;13910;supermarket
21;02/08/2017;157018;58592;76534;63454;1676;7461;conventional;2017;Viola;BalikPapan;13520;supermarket
22;26/07/2017;119085;38501;63100;98037;2518;4993;conventional;2017;Clarissa;Jakarta;12870;supermarket
23;19/07/2017;125844;66224;105282;61402;2038;10041;conventional;2017;Mei;Medan;13520;supermarket
24;12/07/2017;127995;36570;62708;76701;1977;4098;conventional;2017;Edelyn;Jayapura;13260;supermarket
25;05/07/2017;140339;62718;96051;66417;1850;6317;conventional;2017;Viola;Jakarta;13780;supermarket
26;28/06/2017;135231;30176;48619;111301;2126;2301;conventional;2017;Viola;Makassar;13000;supermarket
27;21/06/2017;133405;87076;121665;70155;2832;9447;conventional;2017;Viola;Jakarta;12610;supermarket
28;14/06/2017;136803;58418;90748;80661;1786;3998;conventional;2017;Viola;Jakarta;13520;supermarket
29;07/06/2017;153215;87106;131114;61921;1181;13276;conventional;2017;Mei;BalikPapan;12610;supermarket
30;31/05/2017;162243;28904;53234;74758;798;4464;conventional;2017;Edelyn;Surabaya;14170;supermarket
31;24/05/2017;193348;34774;46504;94585;716;3318;conventional;2017;Viola;Jakarta;13390;supermarket
32;17/05/2017;214238;98513;116504;53494;591;11815;conventional;2017;Viola;Surabaya;12350;supermarket
33;10/05/2017;177873;42423;48825;87986;1880;1931;conventional;2017;Eko;Makassar;14430;supermarket
34;03/05/2017;161288;71920;74594;60635;786;5438;conventional;2017;Viola;Jakarta;13780;supermarket
35;26/04/2017;133323;61051;66652;93903;1476;4838;conventional;2017;Eko;Palembang;13130;supermarket
36;19/04/2017;140434;139016;107931;68265;4058;8939;conventional;2017;Mei;Jayapura;12480;supermarket
37;12/04/2017;96442;24664;43008;101770;2452;2847;conventional;2017;Mei;Bandung;13260;supermarket
38;05/04/2017;113211;62860;49926;65998;1999;1393;conventional;2017;Clarissa;Jakarta;14430;supermarket
39;29/03/2017;120782;28183;38352;113016;2416;1298;conventional;2017;Edelyn;Jakarta;12610;supermarket
40;22/03/2017;138398;109058;144746;44419;754;17997;conventional;2017;Edelyn;Jakarta;12610;supermarket
41;15/03/2017;107980;31613;48303;62159;1376;3544;conventional;2017;Clarissa;Jakarta;14690;supermarket
42;08/03/2017;97420;29943;46763;99704;474;4391;conventional;2017;Viola;Bandung;13130;supermarket
43;01/03/2017;97606;101935;129286;50733;1144;17196;conventional;2017;Viola;BalikPapan;12610;supermarket
44;22/02/2017;99207;34703;46472;66789;268;3450;conventional;2017;Edelyn;Jayapura;14950;supermarket
45;15/02/2017;100595;31170;41640;78474;676;3043;conventional;2017;Clarissa;Jayapura;15080;supermarket
46;08/02/2017;129910;35997;40516;57777;1024;2972;conventional;2017;Viola;Palembang;14430;supermarket
47;01/02/2017;205775;136120;127174;54003;688;15990;conventional;2017;Clarissa;Jayapura;11960;supermarket
48;25/01/2017;110113;47558;45889;69312;1280;3173;conventional;2017;Mei;BalikPapan;15470;supermarket
49;18/01/2017;113617;45446;37740;92319;1066;1600;conventional;2017;Clarissa;Palembang;14300;supermarket
50;11/01/2017;108379;90105;76985;48639;621;7437;conventional;2017;Viola;Jakarta;14040;supermarket
51;04/01/2017;121634;117865;74063;46680;1061;8392;conventional;2017;Edelyn;Palembang;13130;supermarket
0;27/12/2017;2993;101110;5755;30738;2919;4199;conventional;2017;Viola;Jayapura;14690;supermarket
1;20/12/2017;2630;85260;3212;30548;2288;2325;conventional;2017;Clarissa;Palembang;14690;supermarket
2;13/12/2017;3810;69583;3264;38257;2231;501;conventional;2017;Eko;Jakarta;16120;supermarket
3;06/12/2017;4027;165454;15636;26570;1561;3927;conventional;2017;Viola;Jakarta;12090;supermarket
4;29/11/2017;3727;82760;3337;27836;2816;76;conventional;2017;Clarissa;Jakarta;14560;supermarket
5;22/11/2017;3735;94795;5726;33607;2327;792;conventional;2017;Eko;Medan;14430;supermarket
6;15/11/2017;3491;74695;2506;47301;1427;28;conventional;2017;Viola;Bandung;15600;supermarket
7;08/11/2017;3971;149877;7557;34956;1819;78;conventional;2017;Eko;Jakarta;12090;supermarket
8;01/11/2017;3732;147281;8605;43393;1757;824;conventional;2017;Viola;Palembang;11830;supermarket
9;25/10/2017;3900;86435;9431;30488;3036;1632;conventional;2017;Eko;Jakarta;14820;supermarket
10;18/10/2017;3821;118522;17329;40258;1831;3046;conventional;2017;Mei;Medan;12220;supermarket
11;11/10/2017;3639;106364;49279;21799;2155;15533;conventional;2017;Viola;Bandung;12610;supermarket
12;04/10/2017;3242;102317;18103;29447;2199;5015;conventional;2017;Mei;Makassar;12870;supermarket
13;27/09/2017;2978;87275;13024;28889;1913;3771;conventional;2017;Viola;Surabaya;14950;supermarket
14;20/09/2017;3613;177686;9652;51686;1816;244;conventional;2017;Mei;Palembang;11440;supermarket
15;13/09/2017;4114;143018;20440;43865;2852;5092;conventional;2017;Clarissa;BalikPapan;12350;supermarket
16;06/09/2017;3674;111965;6016;45108;3487;59;conventional;2017;Viola;Bandung;14170;supermarket
17;30/08/2017;3931;152332;16719;48562;2309;3045;conventional;2017;Mei;Jakarta;11830;supermarket
18;23/08/2017;4847;72827;5460;40205;4716;627;conventional;2017;Clarissa;Jayapura;16640;supermarket
19;16/08/2017;5135;177610;20395;55317;6674;3772;conventional;2017;Clarissa;Jayapura;11570;supermarket
20;09/08/2017;4807;120579;8390;49560;3294;102;conventional;2017;Edelyn;Jakarta;14040;supermarket
21;02/08/2017;4123;109854;10360;55049;4030;652;conventional;2017;Clarissa;Bandung;13650;supermarket
22;26/07/2017;3193;66066;9958;69267;4085;1300;conventional;2017;Edelyn;Makassar;14560;supermarket
23;19/07/2017;2681;122123;29478;52697;3806;4951;conventional;2017;Viola;Surabaya;13650;supermarket
24;12/07/2017;4664;66046;9834;66368;4902;1300;conventional;2017;Eko;Medan;15470;supermarket
25;05/07/2017;2709;109358;34986;44033;5692;6065;conventional;2017;Clarissa;Jakarta;15080;supermarket
